title,price,area,address,floors,bedrooms,description,phan_khu,view,furniture
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.42 tỷ,Diện tích: 63.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.58 tỷ,Diện tích: 56.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Trống",Sapphire,VinUni,Trống
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.55 tỷ,Diện tích: 87.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.35 tỷ,Diện tích: 63.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.29 tỷ,Diện tích: 54.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.39 tỷ,Diện tích: 59.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.19 tỷ,Diện tích: 91.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,3 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Sapphire,VinUni,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.55 tỷ,Diện tích: 42.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.62 tỷ,Diện tích: 35.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.92 tỷ,Diện tích: 68.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.89 tỷ,Diện tích: 60.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.24 tỷ,Diện tích: 35.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.37 tỷ,Diện tích: 38.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.67 tỷ,Diện tích: 38.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.57 tỷ,Diện tích: 63.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.75 tỷ,Diện tích: 57.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.32 tỷ,Diện tích: 60.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.96 tỷ,Diện tích: 83.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.27 tỷ,Diện tích: 90.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.15 tỷ,Diện tích: 56.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Pavilion,Hồ Ngọc Trai,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.08 tỷ,Diện tích: 34.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.55 tỷ,Diện tích: 38.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.29 tỷ,Diện tích: 67.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.66 tỷ,Diện tích: 64.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Pavilion,VinUni,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.01 tỷ,Diện tích: 61.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.5 tỷ,Diện tích: 90.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.99 tỷ,Diện tích: 56.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.01 tỷ,Diện tích: 58.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.62 tỷ,Diện tích: 69.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.22 tỷ,Diện tích: 62.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.14 tỷ,Diện tích: 83.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.89 tỷ,Diện tích: 91.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 5.11 tỷ,Diện tích: 95.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.42 tỷ,Diện tích: 59.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.39 tỷ,Diện tích: 57.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.04 tỷ,Diện tích: 68.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.45 tỷ,Diện tích: 56.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.58 tỷ,Diện tích: 67.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.24 tỷ,Diện tích: 35.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.87 tỷ,Diện tích: 36.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.11 tỷ,Diện tích: 31.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.55 tỷ,Diện tích: 34.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.83 tỷ,Diện tích: 35.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.45 tỷ,Diện tích: 34.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.45 tỷ,Diện tích: 61.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.29 tỷ,Diện tích: 69.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Ruby,Thành phố,Trống
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 6.28 tỷ,Diện tích: 97.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.29 tỷ,Diện tích: 30.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 4.13 tỷ,Diện tích: 62.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Ruby,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.1 tỷ,Diện tích: 75.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.5 tỷ,Diện tích: 62.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.29 tỷ,Diện tích: 32.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.21 tỷ,Diện tích: 69.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.08 tỷ,Diện tích: 94.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.79 tỷ,Diện tích: 54.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Ruby,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.95 tỷ,Diện tích: 67.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.91 tỷ,Diện tích: 76.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.58 tỷ,Diện tích: 78.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.22 tỷ,Diện tích: 44.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.25 tỷ,Diện tích: 59.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.89 tỷ,Diện tích: 44.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.15 tỷ,Diện tích: 57.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.1 tỷ,Diện tích: 62.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 4.43 tỷ,Diện tích: 87.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.2 tỷ,Diện tích: 31.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.1 tỷ,Diện tích: 30.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.44 tỷ,Diện tích: 85.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.9 tỷ,Diện tích: 68.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.25 tỷ,Diện tích: 99.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.4 tỷ,Diện tích: 35.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 5.12 tỷ,Diện tích: 90.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.94 tỷ,Diện tích: 66.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.38 tỷ,Diện tích: 42.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.21 tỷ,Diện tích: 42.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.49 tỷ,Diện tích: 94.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.96 tỷ,Diện tích: 89.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Pavilion,Thành phố,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.53 tỷ,Diện tích: 64.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.16 tỷ,Diện tích: 89.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.98 tỷ,Diện tích: 68.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.39 tỷ,Diện tích: 84.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.85 tỷ,Diện tích: 44.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.61 tỷ,Diện tích: 37.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.75 tỷ,Diện tích: 87.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.99 tỷ,Diện tích: 67.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.97 tỷ,Diện tích: 57.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.75 tỷ,Diện tích: 36.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Ruby,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.99 tỷ,Diện tích: 42.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.3 tỷ,Diện tích: 41.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.13 tỷ,Diện tích: 62.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.95 tỷ,Diện tích: 56.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.51 tỷ,Diện tích: 62.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
